Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1530895516,2018-07-06T16:45:16Z,JAI384,"28.137104,76.818665",11100,329,218
1530895532,2018-07-06T16:45:32Z,JAI384,"28.11783,76.801598",11500,336,218
1530895544,2018-07-06T16:45:44Z,JAI384,"28.103027,76.78862",11875,341,217
1530895556,2018-07-06T16:45:56Z,JAI384,"28.087738,76.775154",12275,344,217
1530895592,2018-07-06T16:46:32Z,JAI384,"28.042053,76.734962",13350,357,218
1530895624,2018-07-06T16:47:04Z,JAI384,"28.001869,76.699707",14525,360,218
1530895715,2018-07-06T16:48:35Z,JAI384,"27.878693,76.5914",17850,371,218
1530895750,2018-07-06T16:49:10Z,JAI384,"27.829813,76.548561",18850,378,217
1530895820,2018-07-06T16:50:20Z,JAI384,"27.727444,76.467644",20625,395,213
1530895883,2018-07-06T16:51:23Z,JAI384,"27.63002,76.39431",22150,407,213
1530895947,2018-07-06T16:52:27Z,JAI384,"27.528992,76.318398",23600,417,213
1530895982,2018-07-06T16:53:02Z,JAI384,"27.473557,76.279839",24300,423,211
1530896052,2018-07-06T16:54:12Z,JAI384,"27.349953,76.195259",25800,432,211
1530896151,2018-07-06T16:55:51Z,JAI384,"27.177429,76.077362",27600,447,211
1530896198,2018-07-06T16:56:38Z,JAI384,"27.094521,76.027771",28750,440,201
1530896257,2018-07-06T16:57:37Z,JAI384,"26.982189,75.976852",30275,433,201
1530896321,2018-07-06T16:58:41Z,JAI384,"26.863953,75.923248",31350,436,202
1530896381,2018-07-06T16:59:41Z,JAI384,"26.749428,75.871475",32000,445,202
1530896450,2018-07-06T17:00:50Z,JAI384,"26.61331,75.809891",32000,464,202
1530896510,2018-07-06T17:01:50Z,JAI384,"26.49234,75.755348",32000,466,202
1530896574,2018-07-06T17:02:54Z,JAI384,"26.365652,75.698334",31975,465,202
1530896637,2018-07-06T17:03:57Z,JAI384,"26.237915,75.641182",32000,467,201
1530896697,2018-07-06T17:04:57Z,JAI384,"26.116516,75.587029",32000,470,201
1530896761,2018-07-06T17:06:01Z,JAI384,"25.988159,75.529655",32000,470,201
1530896821,2018-07-06T17:07:01Z,JAI384,"25.86582,75.475174",32000,471,201
1530896885,2018-07-06T17:08:05Z,JAI384,"25.737522,75.41803",32000,471,201
1530896947,2018-07-06T17:09:07Z,JAI384,"25.610504,75.361633",32000,469,201
1530897011,2018-07-06T17:10:11Z,JAI384,"25.481625,75.304855",32000,468,201
1530897075,2018-07-06T17:11:15Z,JAI384,"25.354294,75.248161",32000,467,201
1530897135,2018-07-06T17:12:15Z,JAI384,"25.233128,75.195091",32000,467,201
1530897202,2018-07-06T17:13:22Z,JAI384,"25.098862,75.136162",32000,467,201
1530897266,2018-07-06T17:14:26Z,JAI384,"24.971146,75.080162",32000,467,201
1530897328,2018-07-06T17:15:28Z,JAI384,"24.844391,75.024773",31975,466,201
1530897389,2018-07-06T17:16:29Z,JAI384,"24.723129,74.97187",32000,468,201
1530897453,2018-07-06T17:17:33Z,JAI384,"24.594177,74.915771",32000,470,201
1530897516,2018-07-06T17:18:36Z,JAI384,"24.464876,74.862808",31975,471,199
1530897575,2018-07-06T17:19:35Z,JAI384,"24.341492,74.813744",31975,472,200
1530897640,2018-07-06T17:20:40Z,JAI384,"24.210283,74.760826",32000,475,200
1530897702,2018-07-06T17:21:42Z,JAI384,"24.08003,74.7089",32000,477,200
1530897765,2018-07-06T17:22:45Z,JAI384,"23.946945,74.655968",32000,478,200
1530897826,2018-07-06T17:23:46Z,JAI384,"23.822641,74.605667",31975,479,200
1530897881,2018-07-06T17:24:41Z,JAI384,"23.707193,74.559494",32000,477,200
1530897970,2018-07-06T17:26:10Z,JAI384,"23.527176,74.487701",32000,474,200
1530898029,2018-07-06T17:27:09Z,JAI384,"23.401484,74.437767",32000,472,200
1530898090,2018-07-06T17:28:10Z,JAI384,"23.275543,74.387825",32000,471,200
1530898154,2018-07-06T17:29:14Z,JAI384,"23.147827,74.337341",32000,471,200
1530898220,2018-07-06T17:30:20Z,JAI384,"23.012493,74.283752",32000,472,200
1530898281,2018-07-06T17:31:21Z,JAI384,"22.886663,74.234108",32000,473,200
1530898343,2018-07-06T17:32:23Z,JAI384,"22.755066,74.182434",32000,473,199
1530898405,2018-07-06T17:33:25Z,JAI384,"22.627787,74.132385",32000,473,200
1530898466,2018-07-06T17:34:26Z,JAI384,"22.504028,74.083954",32000,474,199
1530898539,2018-07-06T17:35:39Z,JAI384,"22.350986,74.024254",31975,473,199
1530898613,2018-07-06T17:36:53Z,JAI384,"22.198248,73.964691",32000,473,199
1530898633,2018-07-06T17:37:13Z,JAI384,"22.156212,73.952126",32000,469,188
1530898698,2018-07-06T17:38:18Z,JAI384,"22.016693,73.92321",32000,472,191
1530898760,2018-07-06T17:39:20Z,JAI384,"21.881241,73.892647",31975,471,191
1530898824,2018-07-06T17:40:24Z,JAI384,"21.744503,73.872169",31975,468,186
1530898884,2018-07-06T17:41:24Z,JAI384,"21.614044,73.855988",32000,467,187
1530898951,2018-07-06T17:42:31Z,JAI384,"21.470856,73.838211",31975,468,186
1530899030,2018-07-06T17:43:50Z,JAI384,"21.302118,73.829704",32000,463,171
1530899039,2018-07-06T17:43:59Z,JAI384,"21.28212,73.83287",32000,464,171
1530899100,2018-07-06T17:45:00Z,JAI384,"21.15509,73.861931",32000,462,162
1530899162,2018-07-06T17:46:02Z,JAI384,"21.02655,73.906891",32000,462,160
1530899173,2018-07-06T17:46:13Z,JAI384,"21.00824,73.915627",32000,460,152
1530899179,2018-07-06T17:46:19Z,JAI384,"20.996109,73.922394",32000,459,151
1530899189,2018-07-06T17:46:29Z,JAI384,"20.979721,73.931664",31975,459,151
1530899258,2018-07-06T17:47:38Z,JAI384,"20.85005,74.005257",31025,450,152
1530899265,2018-07-06T17:47:45Z,JAI384,"20.832367,74.012833",30875,452,161
1530899272,2018-07-06T17:47:52Z,JAI384,"20.819916,74.016022",30775,454,168
1530899278,2018-07-06T17:47:58Z,JAI384,"20.807373,74.018028",30675,455,172
1530899284,2018-07-06T17:48:04Z,JAI384,"20.794186,74.019737",30550,455,173
1530899290,2018-07-06T17:48:10Z,JAI384,"20.781803,74.021332",30450,455,173
1530899296,2018-07-06T17:48:16Z,JAI384,"20.770432,74.022545",30350,455,174
1530899302,2018-07-06T17:48:22Z,JAI384,"20.757549,74.022934",30250,457,180
1530899308,2018-07-06T17:48:28Z,JAI384,"20.744236,74.02198",30150,456,184
1530899314,2018-07-06T17:48:34Z,JAI384,"20.734552,74.020782",30075,456,187
1530899320,2018-07-06T17:48:40Z,JAI384,"20.718399,74.016838",29950,458,196
1530899329,2018-07-06T17:48:49Z,JAI384,"20.700943,74.009148",29800,458,206
1530899336,2018-07-06T17:48:56Z,JAI384,"20.689398,74.002457",29675,458,209
1530899344,2018-07-06T17:49:04Z,JAI384,"20.672638,73.992218",29525,457,210
1530899351,2018-07-06T17:49:11Z,JAI384,"20.663864,73.98674",29425,456,210
1530899416,2018-07-06T17:50:16Z,JAI384,"20.542013,73.910423",28275,449,210
1530899440,2018-07-06T17:50:40Z,JAI384,"20.50145,73.881386",27900,447,223
1530899446,2018-07-06T17:50:46Z,JAI384,"20.495819,73.875259",27850,447,226
1530899452,2018-07-06T17:50:52Z,JAI384,"20.483683,73.860786",27700,447,229
1530899459,2018-07-06T17:50:59Z,JAI384,"20.475403,73.850639",27575,446,229
1530899466,2018-07-06T17:51:06Z,JAI384,"20.46711,73.840309",27475,444,229
1530899528,2018-07-06T17:52:08Z,JAI384,"20.383038,73.735039",26100,439,229
1530899592,2018-07-06T17:53:12Z,JAI384,"20.299709,73.631821",25025,435,229
1530899653,2018-07-06T17:54:13Z,JAI384,"20.219917,73.534592",25000,431,229
1530899684,2018-07-06T17:54:44Z,JAI384,"20.183701,73.481659",25000,431,235
1530899780,2018-07-06T17:56:20Z,JAI384,"20.09865,73.302177",24975,408,242
1530899833,2018-07-06T17:57:13Z,JAI384,"20.05101,73.209557",25000,403,230
1530899841,2018-07-06T17:57:21Z,JAI384,"20.039249,73.198311",25000,402,216
1530899850,2018-07-06T17:57:30Z,JAI384,"20.024818,73.18972",25000,402,203
1530899857,2018-07-06T17:57:37Z,JAI384,"20.013199,73.185722",25000,399,194
1530899863,2018-07-06T17:57:43Z,JAI384,"20.002258,73.183907",25000,398,186
1530899886,2018-07-06T17:58:06Z,JAI384,"19.962891,73.19249",24850,389,160
1530899938,2018-07-06T17:58:58Z,JAI384,"19.932783,73.274467",24050,364,88
1530900024,2018-07-06T18:00:24Z,JAI384,"20.055588,73.344086",22675,363,13
1530900089,2018-07-06T18:01:29Z,JAI384,"20.158609,73.371193",21125,355,13
1530900112,2018-07-06T18:01:52Z,JAI384,"20.196945,73.37793",20550,352,358
1530900121,2018-07-06T18:02:01Z,JAI384,"20.212326,73.375183",20325,350,345
1530900128,2018-07-06T18:02:08Z,JAI384,"20.221035,73.371796",20175,351,336
1530900136,2018-07-06T18:02:16Z,JAI384,"20.233791,73.3638",19950,352,324
1530900143,2018-07-06T18:02:23Z,JAI384,"20.241098,73.357109",19800,352,315
1530900149,2018-07-06T18:02:29Z,JAI384,"20.247803,73.348648",19675,352,307
1530900157,2018-07-06T18:02:37Z,JAI384,"20.25444,73.336487",19575,353,296
1530900163,2018-07-06T18:02:43Z,JAI384,"20.258194,73.325745",19475,353,286
1530900173,2018-07-06T18:02:53Z,JAI384,"20.26062,73.310394",19350,354,274
1530900196,2018-07-06T18:03:16Z,JAI384,"20.2519,73.270622",19000,353,241
1530900202,2018-07-06T18:03:22Z,JAI384,"20.246201,73.261688",18975,352,233
1530900208,2018-07-06T18:03:28Z,JAI384,"20.239059,73.253601",18975,352,224
1530900214,2018-07-06T18:03:34Z,JAI384,"20.231695,73.247246",18975,351,216
1530900227,2018-07-06T18:03:47Z,JAI384,"20.21402,73.237808",18975,350,200
1530900233,2018-07-06T18:03:53Z,JAI384,"20.204681,73.235062",18975,349,194
1530900241,2018-07-06T18:04:01Z,JAI384,"20.190811,73.231476",18975,348,193
1530900305,2018-07-06T18:05:05Z,JAI384,"20.091522,73.205879",18675,346,193
1530900344,2018-07-06T18:05:44Z,JAI384,"20.029312,73.193077",18075,346,176
1530900350,2018-07-06T18:05:50Z,JAI384,"20.019836,73.19474",17975,345,168
1530900359,2018-07-06T18:05:59Z,JAI384,"20.006378,73.200485",17825,343,151
1530900368,2018-07-06T18:06:08Z,JAI384,"19.994934,73.209755",17675,342,136
1530900375,2018-07-06T18:06:15Z,JAI384,"19.988892,73.2174",17575,340,126
1530900385,2018-07-06T18:06:25Z,JAI384,"19.981197,73.23481",17375,334,105
1530900393,2018-07-06T18:06:33Z,JAI384,"19.979599,73.244919",17275,330,95
1530900413,2018-07-06T18:06:53Z,JAI384,"19.987204,73.277313",16925,329,59
1530900419,2018-07-06T18:06:59Z,JAI384,"19.992231,73.284653",16825,330,52
1530900425,2018-07-06T18:07:05Z,JAI384,"19.998842,73.29184",16725,330,41
1530900431,2018-07-06T18:07:11Z,JAI384,"20.006653,73.297836",16625,330,33
1530900437,2018-07-06T18:07:17Z,JAI384,"20.015041,73.302177",16500,330,24
1530900443,2018-07-06T18:07:23Z,JAI384,"20.023188,73.304878",16400,329,14
1530900449,2018-07-06T18:07:29Z,JAI384,"20.032406,73.307175",16300,328,12
1530900458,2018-07-06T18:07:38Z,JAI384,"20.045952,73.310516",16150,328,13
1530900495,2018-07-06T18:08:15Z,JAI384,"20.099581,73.324402",15525,322,14
1530900527,2018-07-06T18:08:47Z,JAI384,"20.14669,73.336937",15050,316,14
1530900560,2018-07-06T18:09:20Z,JAI384,"20.194315,73.348175",14975,313,5
1530900584,2018-07-06T18:09:44Z,JAI384,"20.226883,73.338402",15000,312,327
1530900591,2018-07-06T18:09:51Z,JAI384,"20.233511,73.332642",14975,313,317
1530900597,2018-07-06T18:09:57Z,JAI384,"20.238968,73.326088",15000,313,309
1530900603,2018-07-06T18:10:03Z,JAI384,"20.244171,73.317162",15000,315,298
1530900612,2018-07-06T18:10:12Z,JAI384,"20.248627,73.303917",15000,318,285
1530900621,2018-07-06T18:10:21Z,JAI384,"20.249897,73.290497",15000,322,270
1530900642,2018-07-06T18:10:42Z,JAI384,"20.23975,73.258537",15000,331,235
1530900651,2018-07-06T18:10:51Z,JAI384,"20.230133,73.247566",14975,332,220
1530900660,2018-07-06T18:11:00Z,JAI384,"20.219009,73.239624",15000,333,210
1530900666,2018-07-06T18:11:06Z,JAI384,"20.210724,73.234421",14975,334,210
1530900675,2018-07-06T18:11:15Z,JAI384,"20.198458,73.226723",14975,333,211
1530900708,2018-07-06T18:11:48Z,JAI384,"20.156096,73.196411",14975,331,214
1530900739,2018-07-06T18:12:19Z,JAI384,"20.118574,73.167694",15000,331,219
1530900772,2018-07-06T18:12:52Z,JAI384,"20.079575,73.133827",14975,332,219
1530900804,2018-07-06T18:13:24Z,JAI384,"20.040413,73.099831",14975,333,219
1530900837,2018-07-06T18:13:57Z,JAI384,"19.999969,73.065117",15000,333,218
1530900868,2018-07-06T18:14:28Z,JAI384,"19.963835,73.034264",14975,336,219
1530900901,2018-07-06T18:15:01Z,JAI384,"19.923523,72.999641",14975,337,219
1530900931,2018-07-06T18:15:31Z,JAI384,"19.886789,72.968147",14975,339,218
1530900992,2018-07-06T18:16:32Z,JAI384,"19.814308,72.905823",15000,341,219
1530901024,2018-07-06T18:17:04Z,JAI384,"19.773064,72.87027",15000,341,219
1530901062,2018-07-06T18:17:42Z,JAI384,"19.724649,72.828568",15000,335,219
1530901098,2018-07-06T18:18:18Z,JAI384,"19.684334,72.793709",14975,333,219
1530901129,2018-07-06T18:18:49Z,JAI384,"19.648628,72.762299",15000,333,219
1530901160,2018-07-06T18:19:20Z,JAI384,"19.608595,72.727097",15000,333,219
1530901194,2018-07-06T18:19:54Z,JAI384,"19.569025,72.692192",15000,333,219
1530901233,2018-07-06T18:20:33Z,JAI384,"19.522339,72.651314",14975,333,219
1530901269,2018-07-06T18:21:09Z,JAI384,"19.482065,72.615982",15000,333,219
1530901300,2018-07-06T18:21:40Z,JAI384,"19.442822,72.581474",15000,331,219
1530901330,2018-07-06T18:22:10Z,JAI384,"19.40831,72.549103",15000,330,231
1530901336,2018-07-06T18:22:16Z,JAI384,"19.403391,72.540779",15000,329,241
1530901342,2018-07-06T18:22:22Z,JAI384,"19.399933,72.532036",15000,329,251
1530901349,2018-07-06T18:22:29Z,JAI384,"19.397827,72.521538",15000,327,261
1530901356,2018-07-06T18:22:36Z,JAI384,"19.397526,72.512115",15000,327,270
1530901364,2018-07-06T18:22:44Z,JAI384,"19.400133,72.497627",15000,325,285
1530901379,2018-07-06T18:22:59Z,JAI384,"19.410828,72.478279",14975,321,310
1530901392,2018-07-06T18:23:12Z,JAI384,"19.425922,72.46637",15000,318,327
1530901404,2018-07-06T18:23:24Z,JAI384,"19.443237,72.461159",15000,316,352
1530901415,2018-07-06T18:23:35Z,JAI384,"19.459808,72.462387",15000,315,9
1530901424,2018-07-06T18:23:44Z,JAI384,"19.472288,72.467567",15000,314,26
1530901430,2018-07-06T18:23:50Z,JAI384,"19.479401,72.472641",15000,314,34
1530901442,2018-07-06T18:24:02Z,JAI384,"19.491142,72.48719",15000,315,58
1530901448,2018-07-06T18:24:08Z,JAI384,"19.49482,72.495583",15000,316,68
1530901458,2018-07-06T18:24:18Z,JAI384,"19.497566,72.50872",14975,316,81
1530901480,2018-07-06T18:24:40Z,JAI384,"19.490204,72.540863",14975,310,109
1530901496,2018-07-06T18:24:56Z,JAI384,"19.47294,72.557709",14975,304,150
1530901506,2018-07-06T18:25:06Z,JAI384,"19.460312,72.562492",14975,305,162
1530901532,2018-07-06T18:25:32Z,JAI384,"19.424103,72.554741",15000,308,213
1530901539,2018-07-06T18:25:39Z,JAI384,"19.416706,72.548065",14975,309,225
1530901545,2018-07-06T18:25:45Z,JAI384,"19.411331,72.540863",14975,308,236
1530901551,2018-07-06T18:25:51Z,JAI384,"19.407209,72.532486",15000,307,244
1530901563,2018-07-06T18:26:03Z,JAI384,"19.403904,72.516609",14975,304,265
1530901595,2018-07-06T18:26:35Z,JAI384,"19.423782,72.474861",15000,297,315
1530901603,2018-07-06T18:26:43Z,JAI384,"19.432533,72.470161",15000,294,335
1530901612,2018-07-06T18:26:52Z,JAI384,"19.444544,72.467468",14975,291,355
1530901635,2018-07-06T18:27:15Z,JAI384,"19.473633,72.47715",15000,290,35
1530901642,2018-07-06T18:27:22Z,JAI384,"19.480249,72.4842",15000,289,50
1530901648,2018-07-06T18:27:28Z,JAI384,"19.484066,72.490189",15000,289,57
1530901655,2018-07-06T18:27:35Z,JAI384,"19.487778,72.499611",15000,291,70
1530901661,2018-07-06T18:27:41Z,JAI384,"19.48938,72.509323",15000,293,84
1530901684,2018-07-06T18:28:04Z,JAI384,"19.480865,72.539536",14975,298,124
1530901694,2018-07-06T18:28:14Z,JAI384,"19.472197,72.54892",15000,300,140
1530901707,2018-07-06T18:28:27Z,JAI384,"19.457159,72.55706",15000,303,161
1530901713,2018-07-06T18:28:33Z,JAI384,"19.448874,72.558754",15000,304,172
1530901719,2018-07-06T18:28:39Z,JAI384,"19.440401,72.558907",15000,306,182
1530901725,2018-07-06T18:28:45Z,JAI384,"19.43161,72.557289",15000,307,194
1530901732,2018-07-06T18:28:52Z,JAI384,"19.419918,72.551964",15000,306,210
1530901745,2018-07-06T18:29:05Z,JAI384,"19.407209,72.53978",14975,304,231
1530901755,2018-07-06T18:29:15Z,JAI384,"19.40111,72.528244",15000,304,247
1530901762,2018-07-06T18:29:22Z,JAI384,"19.398193,72.515602",15000,302,263
1530901784,2018-07-06T18:29:44Z,JAI384,"19.405394,72.484596",15000,299,302
1530901792,2018-07-06T18:29:52Z,JAI384,"19.412609,72.475807",14975,297,317
1530901799,2018-07-06T18:29:59Z,JAI384,"19.420166,72.470039",14975,296,327
1530901806,2018-07-06T18:30:06Z,JAI384,"19.427971,72.466316",15000,293,340
1530901813,2018-07-06T18:30:13Z,JAI384,"19.436005,72.464401",15000,292,351
1530901835,2018-07-06T18:30:35Z,JAI384,"19.46661,72.472961",14975,288,35
1530901843,2018-07-06T18:30:43Z,JAI384,"19.47258,72.478821",15000,289,46
1530901849,2018-07-06T18:30:49Z,JAI384,"19.477341,72.485634",15000,289,57
1530901856,2018-07-06T18:30:56Z,JAI384,"19.48201,72.497551",15000,292,74
1530901863,2018-07-06T18:31:03Z,JAI384,"19.483183,72.504623",15000,293,82
1530901884,2018-07-06T18:31:24Z,JAI384,"19.476711,72.535583",14975,297,117
1530901893,2018-07-06T18:31:33Z,JAI384,"19.469309,72.546272",14975,298,131
1530901901,2018-07-06T18:31:41Z,JAI384,"19.463211,72.552261",14900,300,141
1530901907,2018-07-06T18:31:47Z,JAI384,"19.452209,72.559158",14775,302,155
1530901914,2018-07-06T18:31:54Z,JAI384,"19.444637,72.561852",14700,303,163
1530901920,2018-07-06T18:32:00Z,JAI384,"19.43635,72.563652",14625,304,170
1530901927,2018-07-06T18:32:07Z,JAI384,"19.427412,72.565247",14525,304,170
1530901933,2018-07-06T18:32:13Z,JAI384,"19.419081,72.566742",14450,304,170
1530901939,2018-07-06T18:32:19Z,JAI384,"19.410599,72.568275",14350,304,170
1530901972,2018-07-06T18:32:52Z,JAI384,"19.365143,72.576515",13975,301,170
1530902005,2018-07-06T18:33:25Z,JAI384,"19.319225,72.584969",14000,299,170
1530902038,2018-07-06T18:33:58Z,JAI384,"19.273977,72.593414",13975,296,170
1530902060,2018-07-06T18:34:20Z,JAI384,"19.245905,72.600204",14000,288,156
1530902067,2018-07-06T18:34:27Z,JAI384,"19.238644,72.604347",14000,287,147
1530902077,2018-07-06T18:34:37Z,JAI384,"19.22682,72.615532",13875,286,131
1530902083,2018-07-06T18:34:43Z,JAI384,"19.222366,72.62233",13800,285,120
1530902090,2018-07-06T18:34:50Z,JAI384,"19.218979,72.629883",13725,285,111
1530902098,2018-07-06T18:34:58Z,JAI384,"19.216278,72.640572",13600,283,101
1530902104,2018-07-06T18:35:04Z,JAI384,"19.215599,72.650192",13500,282,92
1530902127,2018-07-06T18:35:27Z,JAI384,"19.215693,72.679253",13200,282,90
1530902160,2018-07-06T18:36:00Z,JAI384,"19.215181,72.7257",12725,279,90
1530902196,2018-07-06T18:36:36Z,JAI384,"19.214994,72.774536",12250,276,90
1530902229,2018-07-06T18:37:09Z,JAI384,"19.214722,72.819885",11975,276,90
1530902242,2018-07-06T18:37:22Z,JAI384,"19.214539,72.835777",11850,276,90
1530902252,2018-07-06T18:37:32Z,JAI384,"19.214342,72.852043",11700,275,90
1530902267,2018-07-06T18:37:47Z,JAI384,"19.214218,72.871185",11500,276,90
1530902281,2018-07-06T18:38:01Z,JAI384,"19.214157,72.887749",11350,276,90
1530902294,2018-07-06T18:38:14Z,JAI384,"19.213989,72.905716",11175,272,90
1530902306,2018-07-06T18:38:26Z,JAI384,"19.213831,72.921806",11000,271,90
1530902325,2018-07-06T18:38:45Z,JAI384,"19.213623,72.948532",10975,272,90
1530902338,2018-07-06T18:38:58Z,JAI384,"19.213505,72.966194",10975,274,90
1530902354,2018-07-06T18:39:14Z,JAI384,"19.213348,72.986397",11000,276,90
1530902366,2018-07-06T18:39:26Z,JAI384,"19.213211,73.002579",11000,276,90
1530902404,2018-07-06T18:40:04Z,JAI384,"19.22937,73.047852",11000,262,39
1530902411,2018-07-06T18:40:11Z,JAI384,"19.237656,73.053047",11000,260,26
1530902418,2018-07-06T18:40:18Z,JAI384,"19.244322,73.055435",11000,258,14
1530902427,2018-07-06T18:40:27Z,JAI384,"19.255402,73.056488",11000,258,358
1530902433,2018-07-06T18:40:33Z,JAI384,"19.26285,73.055336",10975,257,348
1530902441,2018-07-06T18:40:41Z,JAI384,"19.2696,73.052742",11000,257,337
1530902448,2018-07-06T18:40:48Z,JAI384,"19.278399,73.046745",11000,258,322
1530902454,2018-07-06T18:40:54Z,JAI384,"19.283613,73.040955",10975,259,308
1530902462,2018-07-06T18:41:02Z,JAI384,"19.28771,73.034111",10975,260,297
1530902470,2018-07-06T18:41:10Z,JAI384,"19.291014,73.024223",10900,263,284
1530902478,2018-07-06T18:41:18Z,JAI384,"19.292086,73.012192",10750,265,268
1530902484,2018-07-06T18:41:24Z,JAI384,"19.290939,73.003853",10650,265,257
1530902490,2018-07-06T18:41:30Z,JAI384,"19.288593,72.996613",10550,266,247
1530902500,2018-07-06T18:41:40Z,JAI384,"19.282516,72.985756",10400,267,232
1530902509,2018-07-06T18:41:49Z,JAI384,"19.274488,72.977531",10250,269,217
1530902517,2018-07-06T18:41:57Z,JAI384,"19.266062,72.972343",10125,270,206
1530902527,2018-07-06T18:42:07Z,JAI384,"19.25396,72.968796",10000,273,188
1530902573,2018-07-06T18:42:53Z,JAI384,"19.207314,73.000656",9500,276,112
1530902586,2018-07-06T18:43:06Z,JAI384,"19.205452,73.015633",9225,275,89
1530902592,2018-07-06T18:43:12Z,JAI384,"19.205963,73.024178",9050,273,85
1530902598,2018-07-06T18:43:18Z,JAI384,"19.206528,73.032204",8900,274,85
1530902610,2018-07-06T18:43:30Z,JAI384,"19.2075,73.047646",8700,271,86
1530902624,2018-07-06T18:43:44Z,JAI384,"19.208679,73.068253",8400,266,86
1530902640,2018-07-06T18:44:00Z,JAI384,"19.209824,73.085815",8025,267,85
1530902654,2018-07-06T18:44:14Z,JAI384,"19.210968,73.104843",7575,271,86
1530902664,2018-07-06T18:44:24Z,JAI384,"19.2117,73.11985",7250,272,86
1530902678,2018-07-06T18:44:38Z,JAI384,"19.212524,73.136719",6900,272,87
1530902705,2018-07-06T18:45:05Z,JAI384,"19.20508,73.171242",6175,267,124
1530902711,2018-07-06T18:45:11Z,JAI384,"19.200211,73.177284",6000,265,134
1530902719,2018-07-06T18:45:19Z,JAI384,"19.191626,73.184029",5750,261,149
1530902725,2018-07-06T18:45:25Z,JAI384,"19.184875,73.187187",5550,257,160
1530902733,2018-07-06T18:45:33Z,JAI384,"19.178238,73.188759",5425,251,171
1530902741,2018-07-06T18:45:41Z,JAI384,"19.167343,73.188614",5150,241,187
1530902747,2018-07-06T18:45:47Z,JAI384,"19.160809,73.186775",4925,238,198
1530902757,2018-07-06T18:45:57Z,JAI384,"19.151777,73.182877",4675,230,203
1530902764,2018-07-06T18:46:04Z,JAI384,"19.145864,73.180183",4500,229,203
1530902772,2018-07-06T18:46:12Z,JAI384,"19.137066,73.17569",4400,218,211
1530902778,2018-07-06T18:46:18Z,JAI384,"19.13269,73.171944",4350,212,222
1530902794,2018-07-06T18:46:34Z,JAI384,"19.125288,73.158905",4175,199,246
1530902802,2018-07-06T18:46:42Z,JAI384,"19.121983,73.150764",4075,194,246
1530902811,2018-07-06T18:46:51Z,JAI384,"19.118631,73.142677",3950,190,246
1530902829,2018-07-06T18:47:09Z,JAI384,"19.112394,73.1278",3725,185,246
1530902838,2018-07-06T18:47:18Z,JAI384,"19.109182,73.120056",3600,184,246
1530902845,2018-07-06T18:47:25Z,JAI384,"19.106947,73.114815",3500,184,246
1530902855,2018-07-06T18:47:35Z,JAI384,"19.104013,73.107674",3375,183,246
1530902865,2018-07-06T18:47:45Z,JAI384,"19.099869,73.097534",3225,181,246
1530902871,2018-07-06T18:47:51Z,JAI384,"19.0979,73.092827",3150,180,246
1530902880,2018-07-06T18:48:00Z,JAI384,"19.094891,73.085449",3100,179,247
1530902889,2018-07-06T18:48:09Z,JAI384,"19.092865,73.077423",3125,185,259
